Source,Target,Time,Date
53b636eaf9867aaf08ab573aab8acacb,ce9831915a32fde00cbb960505147e03,08:36:06,2016-03-01
4c4f722fee61f8729cbfd3037c39e027,5cd753dc02237f0e41d3cf1139553d75,08:36:18,2016-03-01
dcd8e8d35c0acd4ce080371cbb4aeee6,c076dc0a4df9a47a987fbad4faa6d380,08:36:34,2016-03-01
53b636eaf9867aaf08ab573aab8acacb,ce9831915a32fde00cbb960505147e03,08:36:34,2016-03-01
8432536455129b2a789c697a0d5602a1,9b80a35542db53523613cded0b943dce,08:36:38,2016-03-01
53b636eaf9867aaf08ab573aab8acacb,ce9831915a32fde00cbb960505147e03,08:36:45,2016-03-01
183d8110e6a8e506b3f2a06faa55f903,4ea480b956acadc981cacf7f74083d83,08:36:48,2016-03-01
16a66f8b832f94eab7af58e6322901b9,8f64cf99623bda661b4905206aa461ba,08:36:51,2016-03-01
35ba387467d988504f6316cd756e3cab,2d44cb0e7e913d188121313f1b1ecc57,08:36:54,2016-03-01
53b636eaf9867aaf08ab573aab8acacb,ce9831915a32fde00cbb960505147e03,08:36:57,2016-03-01
7d5522ffa4e64d229452b8504ce7fe05,0a11be28f22ec854e50cfe8ce9c5e6b1,08:36:57,2016-03-01
d57e96a4890f4ddee1db75b1f43bb89a,9f31833fa3357e4a13bb728f439c0bdb,08:37:04,2016-03-01
a98da15729d9f4cafb5206b2537ee4f7,8f6e08e1354e1756fd611b3053c8c25b,08:37:18,2016-03-01
5d306cebc20f4022f9d69b9ba28dcb5f,ce9831915a32fde00cbb960505147e03,08:37:30,2016-03-01
5a09e83d6e494f30e2f1924423039acf,11266b6e549d4846bf673325505fe7c3,08:37:33,2016-03-01
291551e7d8fc27bb36a3047a5562ecbe,e08d55755bbcd151ccce611cd623e0a7,08:37:36,2016-03-01
df9f0dbe580858b1c34d1ea7406ad3d7,6f249fa5a6568ec52424f5e2aaa7b1ad,08:37:37,2016-03-01
35ba387467d988504f6316cd756e3cab,2d44cb0e7e913d188121313f1b1ecc57,08:37:43,2016-03-01
8352102ffd2e93d0b39374cf013eb56c,96b97c41ca922f3ab9a11b26867d51b6,08:37:43,2016-03-01
a583bf143928c95df9ed18908d153e87,1f6add0b73153683983bcf0401947b90,08:37:46,2016-03-01
df9f0dbe580858b1c34d1ea7406ad3d7,6f249fa5a6568ec52424f5e2aaa7b1ad,08:37:53,2016-03-01
f3c24d01a509d9bb88d349b1d17c6828,bf0cbd49ee6f18635aff926bc82529b9,08:37:55,2016-03-01
d3e7d686b53c593f6a2759c134dca6e4,2a8efd3a5c6cfa2e610601e5f7eea562,08:38:14,2016-03-01
3e340e1bd86e3b13ab735d39b16cfeb6,8579cc1bad8cd040cfc01b47965d89d2,08:38:20,2016-03-01
df9f0dbe580858b1c34d1ea7406ad3d7,6f249fa5a6568ec52424f5e2aaa7b1ad,08:38:23,2016-03-01
fa41064cd9d596643cc786a0922b1e28,ae6bd6c1b0ef627b6ebe69f41a642e52,08:38:28,2016-03-01
378e7a536343f32f0a66037a2478b623,3ff4a91f0de9c3557c7e6122656eff9f,08:38:36,2016-03-01
53b636eaf9867aaf08ab573aab8acacb,ce9831915a32fde00cbb960505147e03,08:38:48,2016-03-01
56bb2fd006ceb35bdc295bd2d4869ecc,f77e9b73943bf84748d2ff8b162722cb,08:38:51,2016-03-01
fa41064cd9d596643cc786a0922b1e28,ae6bd6c1b0ef627b6ebe69f41a642e52,08:38:54,2016-03-01
53b636eaf9867aaf08ab573aab8acacb,ce9831915a32fde00cbb960505147e03,08:38:59,2016-03-01
8352102ffd2e93d0b39374cf013eb56c,96b97c41ca922f3ab9a11b26867d51b6,08:39:09,2016-03-01
5d306cebc20f4022f9d69b9ba28dcb5f,ce9831915a32fde00cbb960505147e03,08:39:30,2016-03-01
56bb2fd006ceb35bdc295bd2d4869ecc,f77e9b73943bf84748d2ff8b162722cb,08:39:34,2016-03-01
53b636eaf9867aaf08ab573aab8acacb,ce9831915a32fde00cbb960505147e03,08:39:42,2016-03-01
56bb2fd006ceb35bdc295bd2d4869ecc,f77e9b73943bf84748d2ff8b162722cb,08:39:46,2016-03-01
16b4d2c79957ec4d85eace2b1dab9654,b5b7e47a6bb171d367749531a176c7fc,08:39:49,2016-03-01
b3a59f69ade1704cd77ea81210789a5c,d0b236482086fecac759a5fdbcd04cea,08:39:53,2016-03-01
53b636eaf9867aaf08ab573aab8acacb,ce9831915a32fde00cbb960505147e03,08:39:53,2016-03-01
53b636eaf9867aaf08ab573aab8acacb,ce9831915a32fde00cbb960505147e03,08:40:06,2016-03-01
913e68f807f0872f7a809910b76dc762,175c16623fd848096eeed08a00e91708,08:40:15,2016-03-01
8432536455129b2a789c697a0d5602a1,9b80a35542db53523613cded0b943dce,08:40:22,2016-03-01
25d73bcd82aed54dcdce5fb49489b48b,bb8b877795e352f72505e93fc3b73fd4,08:40:23,2016-03-01
9615a159272a5b70066c9a51799761bf,990af100569a04753ca82e7ff85c52e5,08:40:27,2016-03-01
eeb8fef3ed333402df9b431b74f19b3a,d8a038ed9bdc6d201ae3680ef47ddc88,08:40:27,2016-03-01
7934327f5b95cc11750dede3b39a4f2f,5b2536956d8a725196b5e178c7eea86f,08:40:37,2016-03-01
beb5155afa2d0b9b0327278e055d01f1,05923472877d95a34aa9b80eda245b2d,08:40:38,2016-03-01
53b636eaf9867aaf08ab573aab8acacb,ce9831915a32fde00cbb960505147e03,08:40:38,2016-03-01
56bb2fd006ceb35bdc295bd2d4869ecc,f77e9b73943bf84748d2ff8b162722cb,08:40:42,2016-03-01
fbc2c3aa1b2be5934cb9a22fe92f2f81,a0725624ab961283e0ba74e48c6e990e,08:40:43,2016-03-01
53b636eaf9867aaf08ab573aab8acacb,ce9831915a32fde00cbb960505147e03,08:40:49,2016-03-01
7934327f5b95cc11750dede3b39a4f2f,5b2536956d8a725196b5e178c7eea86f,08:40:53,2016-03-01
53b636eaf9867aaf08ab573aab8acacb,ce9831915a32fde00cbb960505147e03,08:41:00,2016-03-01
1c87385c34d70cf15b930d60fb43eda6,aaef9c86d147185d78fd60f1bd992282,08:41:01,2016-03-01
eeb8fef3ed333402df9b431b74f19b3a,d99052fe919a38b55e87832b310d8e8b,08:41:12,2016-03-01
53b636eaf9867aaf08ab573aab8acacb,ce9831915a32fde00cbb960505147e03,08:41:13,2016-03-01
7934327f5b95cc11750dede3b39a4f2f,5b2536956d8a725196b5e178c7eea86f,08:41:13,2016-03-01
3082b9de63af46b0db8b5e625a31ea3d,c0f6878b85fe01af988517ec427234f5,08:41:17,2016-03-01
a7cf688e27b44e6c3d0904b7a10e27e2,32e5c31b763beb995ce59e16ad2ab499,08:41:18,2016-03-01
769995c16c9b51e3b20d266b7ed6b1f7,e6498a210a667e99502708a422c3f2e2,08:41:21,2016-03-01
eeb8fef3ed333402df9b431b74f19b3a,d99052fe919a38b55e87832b310d8e8b,08:41:26,2016-03-01
fa41064cd9d596643cc786a0922b1e28,ae6bd6c1b0ef627b6ebe69f41a642e52,08:41:28,2016-03-01
53b636eaf9867aaf08ab573aab8acacb,ce9831915a32fde00cbb960505147e03,08:41:31,2016-03-01
913e68f807f0872f7a809910b76dc762,175c16623fd848096eeed08a00e91708,08:41:38,2016-03-01
e29809729218499a35aab7969252feb1,0e784b49214d707a658a5f6f3479b332,08:41:39,2016-03-01
c60a35d9be19580ae7c84306f37fb09b,38dedfbe72e89fc2aed4a6460b0109a3,08:41:51,2016-03-01
4c4f722fee61f8729cbfd3037c39e027,bda5cbe78c3911551fa5726f33807b2f,08:42:16,2016-03-01
65dc9205d5bd6e5f2702468623c55221,19158b2e4a3b596add36fedbef38379f,08:42:24,2016-03-01
fa41064cd9d596643cc786a0922b1e28,ae6bd6c1b0ef627b6ebe69f41a642e52,08:42:26,2016-03-01
a84993078df724e079b809ee24b546fc,d8dabdae4c3ed58e7a2c26d4cec1d88a,08:42:28,2016-03-01
53b636eaf9867aaf08ab573aab8acacb,ce9831915a32fde00cbb960505147e03,08:42:29,2016-03-01
5a32b94aa3348c016198b53793151dfa,ae00c46bc384eafe1367a6dba169f4cd,08:42:38,2016-03-01
7032cb65e60ebd83602746c309c008b0,2290faa2a37b895ce10f8fa8533e30b4,08:42:39,2016-03-01
3082b9de63af46b0db8b5e625a31ea3d,c0f6878b85fe01af988517ec427234f5,08:42:51,2016-03-01
53b636eaf9867aaf08ab573aab8acacb,ce9831915a32fde00cbb960505147e03,08:42:58,2016-03-01
b230c0724b0d05fba5b6fb226a55ef58,a2a0a4d9172f1b30d571a46ea8249330,08:43:11,2016-03-01
7032cb65e60ebd83602746c309c008b0,7526908616896b447c3d17c7b3557d13,08:43:14,2016-03-01
a712148db0b0c717b26c75727ad20326,0e7aec79fc8d980cca09b9cd13ad4dea,08:43:18,2016-03-01
e3666c24ca313df594cb69ff75e618e5,8acc7847bffbc4809232cd90a1d400bc,08:43:21,2016-03-01
56bb2fd006ceb35bdc295bd2d4869ecc,f77e9b73943bf84748d2ff8b162722cb,08:43:22,2016-03-01
2d22fdd37dcf7f7311bfcdd864f38be7,c3dec30eccf9738fe7f2617c9c53bf43,08:43:27,2016-03-01
c15ecd56607bea63f48baef2adf5d996,88defc59b2dceb15c92e77f2196ec4ce,08:43:31,2016-03-01
b3ceef8b973ee4813c5e9d87640c4033,f98b6afbe92aa824913c791878bf208a,08:43:32,2016-03-01
4223277b1a689f91b94526dbe7e3024b,519e8346a64fade80eaa76a90e1b9f59,08:43:34,2016-03-01
a712148db0b0c717b26c75727ad20326,0e7aec79fc8d980cca09b9cd13ad4dea,08:43:36,2016-03-01
56bb2fd006ceb35bdc295bd2d4869ecc,f77e9b73943bf84748d2ff8b162722cb,08:43:40,2016-03-01
53b636eaf9867aaf08ab573aab8acacb,ce9831915a32fde00cbb960505147e03,08:43:43,2016-03-01
753b12d9b7d69212e039b87c0fe8ba70,76e8bcd5f627545febe79b4aac3b6c1e,08:43:51,2016-03-01
fa41064cd9d596643cc786a0922b1e28,ae6bd6c1b0ef627b6ebe69f41a642e52,08:43:53,2016-03-01
5644e582b9c6d788010d2264e5287ef3,09ae8cb517b9063b34df81ca8403f5a1,08:43:54,2016-03-01
a712148db0b0c717b26c75727ad20326,0e7aec79fc8d980cca09b9cd13ad4dea,08:43:56,2016-03-01
53b636eaf9867aaf08ab573aab8acacb,ce9831915a32fde00cbb960505147e03,08:44:09,2016-03-01
4223277b1a689f91b94526dbe7e3024b,519e8346a64fade80eaa76a90e1b9f59,08:44:16,2016-03-01
db86c518c9ef1cba3a13611bc187b105,5c3cdcdea626bf3800be7e88f2ff2b43,08:44:22,2016-03-01
753b12d9b7d69212e039b87c0fe8ba70,76e8bcd5f627545febe79b4aac3b6c1e,08:44:24,2016-03-01
a629b35930eb7571676ea121a2e902b2,bf0ca35121a304a0b867bfaf490ee917,08:44:24,2016-03-01
4237b764cafb456e6b4fd8525ea740b8,da6fdf75d6572a2a41a69b738d0c622b,08:44:26,2016-03-01
75c3cbd03d8b6e1f612a48f983a20dca,b3ee3fb783334c2737090aa0fbba338a,08:44:28,2016-03-01
7d5522ffa4e64d229452b8504ce7fe05,0a11be28f22ec854e50cfe8ce9c5e6b1,08:44:28,2016-03-01
bf69c975b9a96d1501f7d69aab658838,56e85bbded06ca203536bafddbc4622b,08:44:36,2016-03-01
a712148db0b0c717b26c75727ad20326,0e7aec79fc8d980cca09b9cd13ad4dea,08:44:38,2016-03-01
53b636eaf9867aaf08ab573aab8acacb,ce9831915a32fde00cbb960505147e03,08:44:40,2016-03-01
db86c518c9ef1cba3a13611bc187b105,5c3cdcdea626bf3800be7e88f2ff2b43,08:44:40,2016-03-01
a712148db0b0c717b26c75727ad20326,0e7aec79fc8d980cca09b9cd13ad4dea,08:44:50,2016-03-01
bf69c975b9a96d1501f7d69aab658838,56e85bbded06ca203536bafddbc4622b,08:44:54,2016-03-01
83ab7d5fb2f4524243a7c9241a88dc97,efccadea51eac79b6d093c6ef85e87e8,08:45:08,2016-03-01
2a0f67d2587f248cdd8a3179edb2106e,f6784575cb9900d9879808acda757858,08:45:12,2016-03-01
ef56235255c93d4de44c78b1d57322af,b1f16e5b00f30efee75e6ab527ff5ecb,08:45:21,2016-03-01
53b636eaf9867aaf08ab573aab8acacb,ce9831915a32fde00cbb960505147e03,08:45:28,2016-03-01
113d773d39f13b2e23509bb312148e9e,662e9987c7442a25c7c9bff8b66723fa,08:45:30,2016-03-01
7bf99f3bbe614b9686f012d3e9105499,29dfdebe6ed0667db962024b2d97725a,08:45:31,2016-03-01
53b636eaf9867aaf08ab573aab8acacb,ce9831915a32fde00cbb960505147e03,08:45:39,2016-03-01
7bf99f3bbe614b9686f012d3e9105499,29dfdebe6ed0667db962024b2d97725a,08:45:55,2016-03-01
4fd7aa46e9f5f294f55c0041eda6a120,0f2f628622ad18d2cb555c53294ce548,08:45:59,2016-03-01
53b636eaf9867aaf08ab573aab8acacb,ce9831915a32fde00cbb960505147e03,08:46:01,2016-03-01
d6f07bdd86410470e58cd68a17552193,fd82dbd35d0ca7f99eb555bdf5f2a80a,08:46:29,2016-03-01
08329180ef91f920c552d206e85252f9,9677077b124ecca7d2e5701780e8b760,08:46:39,2016-03-01
8ee88aebf6cada3f71cbfac707007269,d6de780513ee1748c80f8791c2250490,08:46:40,2016-03-01
08329180ef91f920c552d206e85252f9,9677077b124ecca7d2e5701780e8b760,08:46:50,2016-03-01
de0ae70375f2d6d606ab52b03a04712e,a2a0a4d9172f1b30d571a46ea8249330,08:46:50,2016-03-01
8c5d4a1790f592f84abb064b6d351fd2,d5426254ec32d4ea793a662d8ae1ef1f,08:47:07,2016-03-01
ff47ca6baccce6b9280b5c446e4bef9e,b2785fc4efa687fe1b719da9350e619f,08:47:16,2016-03-01
